,Classifier,Umap - 10,Train,Test,accuracy - mean,accuracy - std,f1 score (weighted) - mean,f1 score (weighted) - std,f1-score - mean - sit,f1-score - mean - stand,f1-score - mean - walk,f1-score - mean - stair up,f1-score - mean - stair down,f1-score - mean - run,f1-score - mean - stair up and down,f1-score - std - sit,f1-score - std - stand,f1-score - std - walk,f1-score - std - stair up,f1-score - std - stair down,f1-score - std - run,f1-score - std - stair up and down,precision - mean - sit,precision - mean - stand,precision - mean - walk,precision - mean - stair up,precision - mean - stair down,precision - mean - run,precision - mean - stair up and down,precision - std - sit,precision - std - stand,precision - std - walk,precision - std - stair up,precision - std - stair down,precision - std - run,precision - std - stair up and down,recall - mean - sit,recall - mean - stand,recall - mean - walk,recall - mean - stair up,recall - mean - stair down,recall - mean - run,recall - mean - stair up and down,recall - std - sit,recall - std - stand,recall - std - walk,recall - std - stair up,recall - std - stair down,recall - std - run,recall - std - stair up and down,support - mean - sit,support - mean - stand,support - mean - walk,support - mean - stair up,support - mean - stair down,support - mean - run,support - mean - stair up and down,support - std - sit,support - std - stand,support - std - walk,support - std - stair up,support - std - stair down,support - std - run,support - std - stair up and down
0,RandomForest,['-'],['KuHar'],KuHar,0.8906504065040652,0.010670247762932274,0.8911105414172479,0.010635113527425038,0.9582655826558264,0.9588010578900968,0.8359548881654144,0.8328135985028544,0.7873929170577345,0.9734352042315603,,0.005753092440141154,0.006190306138094444,0.01339293029612235,0.02735598761076192,0.021341874658411912,0.010490537676467685,,0.9654878048780487,0.9519163763066201,0.9139952328187622,0.8524438519688842,0.7276939239463902,0.9641695702671311,,0.011650012191285856,0.0005689871644095605,0.023080879314431167,0.02923436003828925,0.02189265346891401,0.011790334175310484,,0.9512195121951219,0.9658536585365853,0.7707317073170732,0.8146341463414635,0.8585365853658538,0.9829268292682926,,0.0,0.01194873045260088,0.019512195121951237,0.033084536503050065,0.032357315027857575,0.011177013890136206,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
1,SVC,['-'],['KuHar'],KuHar,0.7195121951219512,0.0,0.6642167930272944,0.0,0.6666666666666666,0.0,0.868421052631579,0.7872340425531914,0.6753246753246753,0.9876543209876543,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.9428571428571428,0.6981132075471698,0.7222222222222222,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.8048780487804879,0.9024390243902439,0.6341463414634146,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2,KNN,['-'],['KuHar'],KuHar,0.7926829268292683,0.0,0.7944246611719279,0.0,0.8505747126436782,0.8311688311688312,0.8292682926829268,0.6818181818181819,0.625,0.9487179487179488,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8043478260869565,0.8888888888888888,0.8292682926829268,0.6382978723404256,0.6410256410256411,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9024390243902439,0.7804878048780488,0.8292682926829268,0.7317073170731707,0.6097560975609756,0.9024390243902439,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
3,RandomForest,['-'],['KuHar'],MotionSense,0.4713675213675213,0.010422007177997607,0.40357166458159066,0.014186663259080062,0.40462919151828264,0.6291480929279795,0.0,0.2983975398000841,0.43418450288178334,0.6550706603614145,,0.030588142262396104,0.012116300555557975,0.0,0.05019184931247223,0.008441557965293634,0.017367788541791412,,0.697743494583112,0.5357162342605793,0.0,0.5899948572560195,0.34308390895869845,0.49042650121542974,,0.031078620508258183,0.012275255495250903,0.0,0.04100124261248145,0.009223799044968485,0.01931917022191782,,0.28525641025641024,0.7621794871794871,0.0,0.2012820512820513,0.5923076923076922,0.9871794871794872,,0.025999102295734936,0.013583089807959664,0.0,0.041661735408389536,0.024527085217575628,0.007022084070579068,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4,SVC,['-'],['KuHar'],MotionSense,0.5085470085470085,0.0,0.4427924016674643,0.0,0.6729411764705883,0.30150753768844224,0.049689440993788817,0.30517711171662126,0.5476923076923077,0.7797468354430379,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5315985130111525,0.6976744186046512,0.8,0.26540284360189575,0.5266272189349113,0.6443514644351465,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9166666666666666,0.19230769230769232,0.02564102564102564,0.358974358974359,0.5705128205128205,0.9871794871794872,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
5,KNN,['-'],['KuHar'],MotionSense,0.5331196581196581,0.0,0.508001994363535,0.0,0.6077738515901061,0.6764705882352942,0.22099447513812154,0.3589743589743589,0.4952741020793951,0.6885245901639344,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6771653543307087,0.625,0.8,0.5384615384615384,0.3512064343163539,0.7046979865771812,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5512820512820513,0.7371794871794872,0.1282051282051282,0.2692307692307692,0.8397435897435898,0.6730769230769231,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
6,RandomForest,['-'],['KuHar'],WISDM,0.3824628156347285,0.00661033148925763,0.37779621195914426,0.0055003459191833234,0.2541145212279828,0.6407358668815506,0.15249710509021125,,,0.803853945400062,0.0,0.007015603964871363,0.0035168404103883204,0.022351184715370707,,,0.01208198171900422,0.0,0.8873373732827655,0.5258067143982352,0.4979949554147809,,,0.7930360588541838,0.0,0.008920939403919494,0.0016099349721568012,0.05365088803235849,,,0.01530995206328038,0.0,0.1483050847457627,0.82,0.09016949152542374,,,0.8155932203389831,0.0,0.004626218326764803,0.00860242545115223,0.014095337550028333,,,0.023544075056522486,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
7,SVC,['-'],['KuHar'],WISDM,0.436527153234175,0.0,0.43060608752372437,0.0,0.6626344086021506,0.3838630806845966,0.16024653312788906,,,0.903225806451613,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5489977728285078,0.6885964912280702,0.8813559322033898,,,0.8615384615384616,0.0,0.0,0.0,0.0,,,0.0,0.0,0.8355932203389831,0.26610169491525426,0.08813559322033898,,,0.9491525423728814,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
8,KNN,['-'],['KuHar'],WISDM,0.3538567969560706,0.0,0.3738211119861109,0.0,0.3908045977011494,0.6846965699208443,0.19881305637982197,,,0.5574092247301277,0.0,0.0,0.0,0.0,,,0.0,0.0,0.7927461139896373,0.5604751619870411,0.7976190476190477,,,0.662004662004662,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2593220338983051,0.8796610169491526,0.1135593220338983,,,0.48135593220338985,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
9,RandomForest,['-'],['KuHar'],UCI,0.6213114754098361,0.010899680776886175,0.5663631096540329,0.010636714035831815,0.14503635138235974,0.6648626030123532,0.7019445579986878,0.7142791730728654,0.6436860822170514,,,0.0299637919100843,0.0057660427821795025,0.046495687789942064,0.020945559460860918,0.021982006456346903,,,1.0,0.50589843902579,0.9160682205379368,0.5600483637725386,0.861582998358894,,,0.0,0.00544015044455536,0.0210903511086627,0.027178542695031317,0.03268295759818379,,,0.07847222222222222,0.9695652173913045,0.5716535433070866,0.9875,0.5150793650793651,,,0.017581929029405783,0.007804586677006543,0.061719426589812346,0.008088235294117658,0.031033674279392305,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
10,SVC,['-'],['KuHar'],UCI,0.5678092399403875,0.0,0.5110885657361544,0.0,0.6683804627249358,0.26436781609195403,0.272108843537415,0.6222222222222222,0.7224669603524229,,,0.0,0.0,0.0,0.0,0.0,,,0.5306122448979592,0.6388888888888888,1.0,0.4684014869888476,0.8118811881188119,,,0.0,0.0,0.0,0.0,0.0,,,0.9027777777777778,0.16666666666666666,0.15748031496062992,0.9264705882352942,0.6507936507936508,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
11,KNN,['-'],['KuHar'],UCI,0.5543964232488823,0.0,0.4833434263335368,0.0,0.12738853503184713,0.6650246305418719,0.3717948717948718,0.6342710997442456,0.6406926406926408,,,0.0,0.0,0.0,0.0,0.0,,,0.7692307692307693,0.503731343283582,1.0,0.48627450980392156,0.7047619047619048,,,0.0,0.0,0.0,0.0,0.0,,,0.06944444444444445,0.9782608695652174,0.2283464566929134,0.9117647058823529,0.5873015873015873,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
12,RandomForest,['-'],['MotionSense'],KuHar,0.49349593495934957,0.035119692790984036,0.45531059079305336,0.04434536285399363,0.63275488110374,0.2042416182083219,0.5010271260848913,0.44646343407212974,0.5324140371746597,0.41496244811457805,,0.015541646265121792,0.036067562218591344,0.09103749608170979,0.06002938770916205,0.025549584916738418,0.11671968587975672,,0.49858984760258995,0.4904817404817406,0.971985294117647,0.5212257753406415,0.3686605227306511,1.0,,0.011847844626737419,0.07074185641588361,0.03859901940863212,0.07200680517182223,0.024070762147734986,0.0,,0.8658536585365854,0.12926829268292686,0.3439024390243902,0.3926829268292683,0.9609756097560975,0.26829268292682934,,0.024992562843803894,0.024511891758831443,0.08410214463203251,0.058179807033544216,0.022354027780272376,0.08861415670529244,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
13,SVC,['-'],['MotionSense'],KuHar,0.6178861788617886,0.0,0.528391758221014,0.0,0.6666666666666666,0.0,0.125,0.5688073394495413,0.8222222222222222,0.9876543209876543,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.42857142857142855,0.45588235294117646,0.7551020408163265,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.07317073170731707,0.7560975609756098,0.9024390243902439,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
14,KNN,['-'],['MotionSense'],KuHar,0.5203252032520326,0.0,0.47453116431230713,0.0,0.56,0.4444444444444445,0.0,0.37974683544303794,0.5981308411214953,0.8648648648648648,,0.0,0.0,0.0,0.0,0.0,0.0,,0.4166666666666667,0.6363636363636364,0.0,0.39473684210526316,0.48484848484848486,0.9696969696969697,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8536585365853658,0.34146341463414637,0.0,0.36585365853658536,0.7804878048780488,0.7804878048780488,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
15,RandomForest,['-'],['MotionSense'],MotionSense,0.8767094017094017,0.004830194254468921,0.875682234885659,0.004897496716492535,0.8627028928818976,0.8502425668053236,0.8670891919522143,0.8450672203344866,0.8755999611985359,0.9533915761414953,,0.00467503761479422,0.0053449628808314486,0.011221521555341438,0.010819393156701124,0.011152142412607756,0.0038451628681606164,,0.8215182086937862,0.9040920193741672,0.9024255673337436,0.8975638240228813,0.835646001266471,0.9141975000251421,,0.0065119809303639834,0.008730427515087161,0.012711609778255558,0.0203717163082618,0.017486991703127838,0.007873820317299579,,0.9083333333333332,0.8025641025641026,0.8346153846153845,0.7987179487179488,0.9198717948717949,0.9961538461538462,,0.009088106973562677,0.009421114395319926,0.016418267275468853,0.013507248401093252,0.012577831327146528,0.0031403714651066276,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
16,SVC,['-'],['MotionSense'],MotionSense,0.8493589743589743,0.0,0.842168861785319,0.0,0.7403598971722365,0.5702127659574467,0.9320388349514563,0.9025974025974026,0.948051948051948,0.9597523219814241,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6180257510729614,0.8481012658227848,0.9411764705882353,0.9144736842105263,0.9605263157894737,0.9281437125748503,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9230769230769231,0.42948717948717946,0.9230769230769231,0.8910256410256411,0.9358974358974359,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
17,KNN,['-'],['MotionSense'],MotionSense,0.8675213675213675,0.0,0.8661337226912745,0.0,0.855457227138643,0.8280701754385964,0.9073482428115015,0.8120805369127517,0.8461538461538461,0.9476923076923077,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7923497267759563,0.9147286821705426,0.9044585987261147,0.852112676056338,0.8461538461538461,0.9112426035502958,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9294871794871795,0.7564102564102564,0.9102564102564102,0.7756410256410257,0.8461538461538461,0.9871794871794872,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
18,RandomForest,['-'],['MotionSense'],WISDM,0.5166724316845381,0.0031967323003976493,0.5593759499817355,0.003184621819766114,0.6817943136112748,0.6031492130959987,0.5003863049515388,,,0.9556123232516918,0.0,0.00574312849387805,0.010532371479082283,0.00829641745857926,,,0.0033963316392659894,0.0,0.6291850986669774,0.7071352587499243,0.9611563930157064,,,0.9901870375776365,0.0,0.007268939893326128,0.007515215429990393,0.009368498795777412,,,0.0016531942047737938,0.0,0.7440677966101694,0.5259322033898305,0.33830508474576265,,,0.9233898305084747,0.0,0.006821902304236649,0.013411267970981935,0.0078113346588494295,,,0.006006794964972655,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
19,SVC,['-'],['MotionSense'],WISDM,0.5084745762711864,0.0,0.5312000347272118,0.0,0.6626425217974514,0.3962040332147093,0.5680473372781065,,,0.9759862778730702,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5482796892341842,0.6600790513833992,0.9411764705882353,,,0.9878472222222222,0.0,0.0,0.0,0.0,,,0.0,0.0,0.8372881355932204,0.2830508474576271,0.4067796610169492,,,0.964406779661017,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
20,KNN,['-'],['MotionSense'],WISDM,0.5153925977170529,0.0,0.5460021657575195,0.0,0.6657203690560681,0.5785288270377733,0.5049751243781094,,,0.9261862917398945,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5726495726495726,0.6995192307692307,0.9485981308411215,,,0.9616788321167883,0.0,0.0,0.0,0.0,,,0.0,0.0,0.7949152542372881,0.49322033898305084,0.3440677966101695,,,0.8932203389830509,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
21,RandomForest,['-'],['MotionSense'],UCI,0.49418777943368114,0.012858214372651569,0.4297810005351999,0.013710689525557526,0.5712214043711692,0.273103199780411,0.08767254894934086,0.6282324712260575,0.5703563314020949,,,0.013229912536029774,0.012315819998063764,0.04073885521998788,0.019243267261135105,0.027274504945310595,,,0.47960853567432454,0.39562411596624164,0.9652777777777779,0.46409735458577706,0.6723719132947698,,,0.00824734891592836,0.021360666492317795,0.053160164469457344,0.021049444529641526,0.04636629128964085,,,0.70625,0.20869565217391303,0.046456692913385826,0.9735294117647058,0.4984126984126984,,,0.023457424658409082,0.01014492753623188,0.02211743607116242,0.011485661288098026,0.04059273603982358,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
22,SVC,['-'],['MotionSense'],UCI,0.5067064083457526,0.0,0.41409044482527585,0.0,0.6448362720403022,0.15384615384615385,0.015625,0.6004415011037527,0.6358974358974359,,,0.0,0.0,0.0,0.0,0.0,,,0.5059288537549407,0.41935483870967744,1.0,0.42902208201892744,0.8985507246376812,,,0.0,0.0,0.0,0.0,0.0,,,0.8888888888888888,0.09420289855072464,0.007874015748031496,1.0,0.49206349206349204,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
23,KNN,['-'],['MotionSense'],UCI,0.45454545454545453,0.0,0.3994452603001196,0.0,0.5278450363196125,0.2222222222222222,0.015267175572519085,0.5337423312883436,0.6890756302521008,,,0.0,0.0,0.0,0.0,0.0,,,0.4052044609665427,0.2708333333333333,0.25,0.45789473684210524,0.7321428571428571,,,0.0,0.0,0.0,0.0,0.0,,,0.7569444444444444,0.18840579710144928,0.007874015748031496,0.6397058823529411,0.6507936507936508,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
24,RandomForest,['-'],['WISDM'],KuHar,0.5032520325203251,0.006753352734079757,0.4888886687454407,0.008174450821666958,0.7482067024827073,0.5620568282891907,0.7200408312759039,0.0,0.0,0.9030276504248421,,0.016787952771452553,0.045876014986267886,0.027430503159921727,0.0,0.0,0.013849357065953112,,0.6179257237401703,0.8902988476092192,0.7143624886804127,0.0,0.0,0.8765681881970817,,0.018517177292739603,0.04503052597820732,0.03713561713702673,0.0,0.0,0.01808048982065763,,0.9487804878048781,0.41219512195121955,0.7268292682926829,0.0,0.0,0.9317073170731709,,0.023009710078186814,0.04556473583480342,0.028443667779733183,0.0,0.0,0.023897460905201715,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
25,SVC,['-'],['WISDM'],KuHar,0.4105691056910569,0.0,0.3535164377861007,0.0,0.6666666666666666,0.0,0.5555555555555556,0.0,0.0,0.8988764044943819,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.6451612903225806,0.0,0.0,0.8333333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.4878048780487805,0.0,0.0,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
26,KNN,['-'],['WISDM'],KuHar,0.4024390243902439,0.0,0.3790408993266937,0.0,0.6727272727272728,0.36363636363636365,0.4186046511627907,0.0,0.0,0.8192771084337348,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5362318840579711,0.7142857142857143,0.4,0.0,0.0,0.8095238095238095,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9024390243902439,0.24390243902439024,0.43902439024390244,0.0,0.0,0.8292682926829268,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
27,RandomForest,['-'],['WISDM'],MotionSense,0.5989316239316238,0.004115675274414136,0.5743955220792115,0.00408605235792448,0.8755145922604546,0.8795350873156089,0.8331592314454589,0.0,0.0,0.8581642214537467,,0.009475756550380954,0.009967599270080788,0.008747140802098761,0.0,0.0,0.008217074426262506,,0.8907362119282943,0.8653952282586175,0.8280599864208288,0.0,0.0,0.7516563209503688,,0.013635342789843973,0.00842147739071503,0.013858841235333695,0.0,0.0,0.012639732621968484,,0.860897435897436,0.8942307692307692,0.8384615384615384,0.0,0.0,1.0,,0.009088106973562726,0.014405259650156552,0.008504166129116409,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
28,SVC,['-'],['WISDM'],MotionSense,0.5438034188034188,0.0,0.5155324963920762,0.0,0.7628865979381444,0.6101694915254238,0.8312499999999999,0.0,0.0,0.888888888888889,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6379310344827587,0.9,0.8109756097560976,0.0,0.0,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9487179487179487,0.46153846153846156,0.8525641025641025,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
29,KNN,['-'],['WISDM'],MotionSense,0.5950854700854701,0.0,0.5618305000649942,0.0,0.8297213622291022,0.8172757475083056,0.7671957671957672,0.0,0.0,0.9567901234567902,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8023952095808383,0.8482758620689655,0.6531531531531531,0.0,0.0,0.9226190476190477,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8589743589743589,0.7884615384615384,0.9294871794871795,0.0,0.0,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
30,RandomForest,['-'],['WISDM'],WISDM,0.7399169837426497,0.005294546714726885,0.7321519436751184,0.005477579965919885,0.7263702664987253,0.6857892602337647,0.5745357234646817,,,0.9758185340434385,0.6944785997416332,0.007646049050655061,0.01325073992071643,0.011576225408312133,,,0.0019357057096207845,0.005986756707241687,0.6899577071953787,0.7660790802834736,0.9208667755005655,,,0.9670607280584959,0.5547900820224207,0.011529371738173408,0.008899201269559927,0.01041936096270668,,,0.003939520820250005,0.005726084708509263,0.766949152542373,0.6208474576271186,0.41762711864406776,,,0.9847457627118643,0.9282485875706215,0.005980433479449962,0.016882070640374017,0.011965669555744258,,,0.000757989144915171,0.00897062550946482,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
31,SVC,['-'],['WISDM'],WISDM,0.710826703562781,0.0,0.6852338265667797,0.0,0.6808236808236808,0.3542435424354244,0.6644664466446646,,,0.9757322175732217,0.7581998474446987,0.0,0.0,0.0,,,0.0,0.0,0.5487551867219918,0.6457399103139013,0.9467084639498433,,,0.9636363636363636,0.6371794871794871,0.0,0.0,0.0,,,0.0,0.0,0.8966101694915254,0.2440677966101695,0.511864406779661,,,0.988135593220339,0.935969868173258,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
32,KNN,['-'],['WISDM'],WISDM,0.7263922518159807,0.0,0.7239966661750786,0.0,0.7134052388289676,0.663003663003663,0.610204081632653,,,0.9571183533447684,0.6709470304975923,0.0,0.0,0.0,,,0.0,0.0,0.653954802259887,0.7211155378486056,0.7666666666666667,,,0.96875,0.5846153846153846,0.0,0.0,0.0,,,0.0,0.0,0.7847457627118644,0.6135593220338983,0.5067796610169492,,,0.9457627118644067,0.7871939736346516,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
33,RandomForest,['-'],['WISDM'],UCI,0.28822652757078987,0.007457523697881856,0.3046522843808554,0.00877894208702869,0.6412457580889794,0.4194133017952087,0.4267973071417492,0.0,0.0,,,0.012932046367166522,0.03004800955564801,0.015832006173616128,0.0,0.0,,,0.5463055833755657,0.5868953693833194,0.8314176754074394,0.0,0.0,,,0.012493737952503322,0.030098759753951224,0.04025360832387878,0.0,0.0,,,0.7763888888888889,0.3268115942028985,0.28740157480314965,0.0,0.0,,,0.018839805508681307,0.02960391045770362,0.013292868516641045,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
34,SVC,['-'],['WISDM'],UCI,0.28315946348733234,0.0,0.26301889111528065,0.0,0.6829268292682927,0.15483870967741933,0.4470588235294118,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.5263157894736842,0.7058823529411765,0.8837209302325582,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.9722222222222222,0.08695652173913043,0.2992125984251969,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
35,KNN,['-'],['WISDM'],UCI,0.30104321907600595,0.0,0.3032407585306426,0.0,0.5487804878048781,0.46825396825396826,0.47111111111111115,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.4891304347826087,0.5175438596491229,0.5408163265306123,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.625,0.427536231884058,0.41732283464566927,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
36,RandomForest,['-'],['UCI'],KuHar,0.5768292682926829,0.007373315913502872,0.5190376821743093,0.008936231828061221,0.8588153737769766,0.802456208923324,0.7538097840505917,0.21641157177697418,0.48273315451798987,0.0,,0.012402591937737155,0.023346002015996077,0.021848954658138034,0.030747879348082076,0.005142029404753776,0.0,,0.7527740777740777,1.0,0.8244444430106194,0.9833333333333334,0.3209874760498936,0.0,,0.01925725727066407,0.0,0.0271675366549877,0.04999999999999999,0.0030130813613163418,0.0,,1.0,0.6707317073170731,0.6951219512195121,0.12195121951219515,0.9731707317073169,0.0,,0.0,0.03317431831398887,0.029369742875103133,0.018892601688816665,0.017073170731707336,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
37,SVC,['-'],['UCI'],KuHar,0.4024390243902439,0.0,0.2932620715177998,0.0,0.6949152542372882,0.21739130434782605,0.40540540540540543,0.0,0.44186046511627913,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5324675324675324,1.0,0.45454545454545453,0.0,0.2900763358778626,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.12195121951219512,0.36585365853658536,0.0,0.926829268292683,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
38,KNN,['-'],['UCI'],KuHar,0.4105691056910569,0.0,0.35455173364581033,0.0,0.6,0.5135135135135135,0.4146341463414634,0.163265306122449,0.43589743589743596,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5510204081632653,0.5757575757575758,0.4146341463414634,0.5,0.2956521739130435,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6585365853658537,0.4634146341463415,0.4146341463414634,0.0975609756097561,0.8292682926829268,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
39,RandomForest,['-'],['UCI'],MotionSense,0.3956196581196581,0.011134201024951097,0.328146227085378,0.01376336985222918,0.66684983247707,0.49459613838363337,0.11148496177676608,0.27750473094721,0.4184416989275884,0.0,,0.007024335560059186,0.016237072816876214,0.027980154976136477,0.05279609792093799,0.01146337697094985,0.0,,0.579875267159205,0.6732275376762573,0.3613759737194894,0.4655604269448828,0.27021241275357494,0.0,,0.007195488652673272,0.01581243477453909,0.0824328586315364,0.05402712623809191,0.009055020071403658,0.0,,0.7846153846153846,0.39102564102564097,0.06602564102564103,0.20384615384615384,0.9282051282051282,0.0,,0.010415433852097365,0.016468246895724514,0.016972054224197085,0.05717718748968655,0.027912232124457998,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
