,Classifier,Umap - 10,Train,Test,accuracy - mean,accuracy - std,f1 score (weighted) - mean,f1 score (weighted) - std,f1-score - mean - sit,f1-score - mean - stand,f1-score - mean - walk,f1-score - mean - stair up,f1-score - mean - stair down,f1-score - mean - run,f1-score - mean - stair up and down,f1-score - std - sit,f1-score - std - stand,f1-score - std - walk,f1-score - std - stair up,f1-score - std - stair down,f1-score - std - run,f1-score - std - stair up and down,precision - mean - sit,precision - mean - stand,precision - mean - walk,precision - mean - stair up,precision - mean - stair down,precision - mean - run,precision - mean - stair up and down,precision - std - sit,precision - std - stand,precision - std - walk,precision - std - stair up,precision - std - stair down,precision - std - run,precision - std - stair up and down,recall - mean - sit,recall - mean - stand,recall - mean - walk,recall - mean - stair up,recall - mean - stair down,recall - mean - run,recall - mean - stair up and down,recall - std - sit,recall - std - stand,recall - std - walk,recall - std - stair up,recall - std - stair down,recall - std - run,recall - std - stair up and down,support - mean - sit,support - mean - stand,support - mean - walk,support - mean - stair up,support - mean - stair down,support - mean - run,support - mean - stair up and down,support - std - sit,support - std - stand,support - std - walk,support - std - stair up,support - std - stair down,support - std - run,support - std - stair up and down
284,KNN,['-'],"['ExtraSensory', 'WISDM', 'UCI']",WISDM,0.7191283292978208,0.0,0.7453644899449392,0.0,0.725793327908869,0.6797608881298036,0.7410138248847926,,,0.9514066496163682,0.6159014557670773,0.0,0.0,0.0,,,0.0,0.0,0.6979655712050078,0.685025817555938,0.8121212121212121,,,0.9571183533447685,0.7596685082872928,0.0,0.0,0.0,,,0.0,0.0,0.7559322033898305,0.6745762711864407,0.6813559322033899,,,0.9457627118644067,0.5178907721280602,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
285,RandomForest,['-'],"['ExtraSensory', 'WISDM', 'UCI']",UCI,0.7760059612518629,0.008967920347737924,0.7824341585597,0.008833491607282416,0.7368917858801056,0.7436221315888571,0.8912441019141244,0.7802174036273324,0.7697101685011926,,,0.016614755579990877,0.020247001417032177,0.008271927729570822,0.015162139651660739,0.02214542477556289,,,0.7646654897048772,0.7193604254992463,0.8170757281719684,0.8380927576782092,0.8567474261000069,,,0.025654195806294997,0.016654942426351304,0.011924916982189325,0.013302690742812668,0.028365141434459434,,,0.7118055555555556,0.7702898550724637,0.9803149606299213,0.7301470588235294,0.6992063492063492,,,0.02244893038228418,0.03352966753988196,0.0052820503405506996,0.02231469250807872,0.025210127260743797,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
286,SVC,['-'],"['ExtraSensory', 'WISDM', 'UCI']",UCI,0.7600596125186289,0.0,0.7112983498663271,0.0,0.681265206812652,0.1437908496732026,0.968503937007874,0.9116607773851589,0.8916666666666667,,,0.0,0.0,0.0,0.0,0.0,,,0.5243445692883895,0.7333333333333333,0.968503937007874,0.8775510204081632,0.9385964912280702,,,0.0,0.0,0.0,0.0,0.0,,,0.9722222222222222,0.07971014492753623,0.968503937007874,0.9485294117647058,0.8492063492063492,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
287,KNN,['-'],"['ExtraSensory', 'WISDM', 'UCI']",UCI,0.8002980625931445,0.0,0.8012770796342247,0.0,0.6947368421052632,0.6881720430107526,0.9687500000000001,0.8478260869565217,0.8278688524590164,,,0.0,0.0,0.0,0.0,0.0,,,0.7021276595744681,0.6808510638297872,0.9612403100775194,0.8357142857142857,0.8559322033898306,,,0.0,0.0,0.0,0.0,0.0,,,0.6875,0.6956521739130435,0.9763779527559056,0.8602941176470589,0.8015873015873016,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
288,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",KuHar,0.8666666666666666,0.009585224489879347,0.8725682190681956,0.011019149175720994,0.9468459336804452,0.9457738135666336,0.832869967264014,0.7732787122858813,0.7786950950209046,0.9579457925912948,,0.014919441391692732,0.016443290358636373,0.017217394583741545,0.028479932555507244,0.02764313281468004,0.012675996022472276,,0.94095386179334,0.9535057906885982,0.8272916037450921,0.8625722729283101,0.7908705034623027,0.921499474012113,,0.028393980420562254,0.01886761188006931,0.019980965621115666,0.05055326203833087,0.0365539662852817,0.01935639514310684,,0.9536585365853657,0.9390243902439023,0.8390243902439025,0.7024390243902439,0.7682926829268293,0.9975609756097562,,0.02026005820223918,0.03132983555771981,0.024873265919964794,0.03235731502785754,0.03658536585365855,0.007317073170731715,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
289,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",KuHar,0.7398373983739838,0.0,0.6910105115170474,0.0,0.6666666666666666,0.0,0.8461538461538461,0.8705882352941177,0.7749999999999999,0.9876543209876543,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.8918918918918919,0.8409090909090909,0.7948717948717948,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.8048780487804879,0.9024390243902439,0.7560975609756098,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
290,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",KuHar,0.7642276422764228,0.0,0.7722074034516146,0.0,0.8222222222222222,0.7837837837837839,0.8292682926829268,0.6666666666666667,0.5945945945945946,0.9367088607594938,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7551020408163265,0.8787878787878788,0.8292682926829268,0.6304347826086957,0.6666666666666666,0.9736842105263158,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9024390243902439,0.7073170731707317,0.8292682926829268,0.7073170731707317,0.5365853658536586,0.9024390243902439,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
291,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",MotionSense,0.7115384615384615,0.009202929686905142,0.7130145040461685,0.010366858250645022,0.8518554134519114,0.8601812150817878,0.768313601338372,0.3246070056021425,0.648797604275454,0.8243321845273435,,0.007412307471240495,0.006642669340367076,0.005949038294060504,0.04078526485877808,0.02273524654822714,0.0046134209172227995,,0.8735548142093095,0.8418510813639276,0.6980198456355208,0.9698203624416324,0.8987869039351606,0.7011870726504783,,0.00979725094277296,0.009634854929964926,0.008439468566901332,0.02367645070218152,0.023541070128323238,0.006695615878718588,,0.8314102564102563,0.8794871794871796,0.8544871794871796,0.19551282051282054,0.5083333333333333,1.0,,0.013763404201015308,0.011395121047840517,0.00908810697356271,0.02855983257685316,0.027801600566924916,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
292,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",MotionSense,0.8269230769230769,0.0,0.8308882844625824,0.0,0.7668393782383418,0.6218487394957983,0.9108910891089108,0.8531468531468531,0.9288135593220339,0.9037900874635568,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6434782608695652,0.9024390243902439,0.9387755102040817,0.9384615384615385,0.9856115107913669,0.8288770053475936,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9487179487179487,0.47435897435897434,0.8846153846153846,0.782051282051282,0.8782051282051282,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
293,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",MotionSense,0.7895299145299145,0.0,0.8145704927710936,0.0,0.8363636363636363,0.8163265306122449,0.8848484848484849,0.682170542635659,0.7049808429118775,0.9627329192546583,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7931034482758621,0.8695652173913043,0.8390804597701149,0.8627450980392157,0.8761904761904762,0.9337349397590361,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8846153846153846,0.7692307692307693,0.9358974358974359,0.5641025641025641,0.5897435897435898,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
294,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",WISDM,0.7665513663092357,0.0025012737723681855,0.7696411270198434,0.0023461209447546393,0.6954287679132831,0.6989932533098486,0.7867349106430562,,,0.9663617755591627,0.6930253499687576,0.005894117335026089,0.008635747535516006,0.00870434461993876,,,0.0022873475153462014,0.007249637620492933,0.7504786578650375,0.6493121149697131,0.7812625138551649,,,0.94756064289277,0.7606196213349109,0.010839443512446797,0.007213498664145398,0.007192129841779209,,,0.0035829315208916216,0.007596876396152193,0.6479661016949153,0.7569491525423729,0.7923728813559323,,,0.9859322033898306,0.6365348399246704,0.004736674105926124,0.011820742897737426,0.013156080251067813,,,0.002150606362788049,0.009602673283602228,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
295,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",WISDM,0.6921480456589415,0.0,0.6937027593226656,0.0,0.6787800129785854,0.3385300668151448,0.7806267806267806,,,0.9748743718592965,0.6959247648902821,0.0,0.0,0.0,,,0.0,0.0,0.5499474237644585,0.4935064935064935,0.8876889848812095,,,0.9635761589403974,0.7816901408450704,0.0,0.0,0.0,,,0.0,0.0,0.8864406779661017,0.2576271186440678,0.6966101694915254,,,0.9864406779661017,0.6271186440677966,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
296,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",WISDM,0.6976824628156347,0.0,0.7296317083104648,0.0,0.7248636009353079,0.6530973451327433,0.7159763313609467,,,0.9422750424448217,0.5988700564971752,0.0,0.0,0.0,,,0.0,0.0,0.670995670995671,0.6833333333333333,0.8561320754716981,,,0.9438775510204082,0.748587570621469,0.0,0.0,0.0,,,0.0,0.0,0.788135593220339,0.6254237288135593,0.6152542372881356,,,0.940677966101695,0.4990583804143126,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
297,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",UCI,0.4995529061102831,0.011326378539493281,0.5278247592518999,0.01314816123975837,0.57569081637587,0.5374409642873814,0.7877747280891874,0.4130059944130425,0.32450696127571643,,,0.01849204676896951,0.024338521345546493,0.017160388751073008,0.029673292559925193,0.04255099500039798,,,0.5700387499388057,0.5341262526837559,0.7314189754071061,0.5837243570600328,1.0,,,0.02036616258184428,0.0183902262726397,0.03111957102336332,0.056834375053036,0.0,,,0.5819444444444444,0.541304347826087,0.8551181102362205,0.3205882352941177,0.19444444444444442,,,0.02381448361039199,0.033685911012085394,0.024192585032657032,0.024208937695815193,0.030169171124997163,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
298,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",UCI,0.47690014903129657,0.0,0.49103778291008293,0.0,0.671604938271605,0.16352201257861637,0.7488151658767772,0.47580645161290325,0.4,,,0.0,0.0,0.0,0.0,0.0,,,0.5210727969348659,0.6190476190476191,0.9404761904761905,0.5267857142857143,0.8461538461538461,,,0.0,0.0,0.0,0.0,0.0,,,0.9444444444444444,0.09420289855072464,0.6220472440944882,0.4338235294117647,0.2619047619047619,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
299,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'WISDM']",UCI,0.5052160953800298,0.0,0.5285393318490585,0.0,0.5838509316770185,0.49402390438247007,0.5358851674641149,0.540192926045016,0.4831460674157304,,,0.0,0.0,0.0,0.0,0.0,,,0.5280898876404494,0.5486725663716814,0.6829268292682927,0.48,0.8269230769230769,,,0.0,0.0,0.0,0.0,0.0,,,0.6527777777777778,0.4492753623188406,0.4409448818897638,0.6176470588235294,0.3412698412698413,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
300,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",KuHar,0.8784552845528456,0.004962014477940525,0.8777588082415523,0.0050200149092569325,0.9513596002282455,0.9510620077418981,0.8329320679320679,0.7559156756112018,0.7911547257818565,0.9841287721540439,,0.01579060249631166,0.015085824822839296,0.007029368857507997,0.03885264431569715,0.010584235765889924,0.011008410958237295,,0.9469547308429895,0.956129277226838,0.880942480942481,0.9384865374089513,0.6725097408922658,0.9855898360478621,,0.014252584803274657,0.02287029583774895,0.017433157535847,0.023053391832477017,0.011046816568546381,0.015711348441681677,,0.9560975609756099,0.9463414634146341,0.7902439024390244,0.6341463414634145,0.9609756097560975,0.9829268292682926,,0.023897460905201718,0.014634146341463384,0.01194873045260088,0.0499851256876078,0.019512195121951216,0.01561737618886062,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
301,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",KuHar,0.7520325203252033,0.0,0.6966158959572368,0.0,0.6666666666666666,0.0,0.8354430379746836,0.8421052631578947,0.8478260869565216,0.9876543209876543,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.868421052631579,0.9142857142857143,0.7647058823529411,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.8048780487804879,0.7804878048780488,0.9512195121951219,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
302,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",KuHar,0.7804878048780488,0.0,0.7825133911572689,0.0,0.8372093023255814,0.8205128205128206,0.8192771084337348,0.6428571428571429,0.6265060240963854,0.9487179487179488,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8,0.8648648648648649,0.8095238095238095,0.627906976744186,0.6190476190476191,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8780487804878049,0.7804878048780488,0.8292682926829268,0.6585365853658537,0.6341463414634146,0.9024390243902439,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
303,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",MotionSense,0.8324786324786325,0.00337173799958537,0.8303469812017678,0.0035548299498468863,0.8034693748566626,0.8061449581038822,0.8275310390923863,0.789055448488204,0.8290449265329825,0.9268361401364889,,0.0059996680051263235,0.007115183154806523,0.006449525965162562,0.011038458767590091,0.007835464958358466,0.006909117703411148,,0.8038152354138939,0.8085384522918355,0.8232737098608943,0.9293102082463862,0.7907118123730795,0.8651747917806757,,0.008875638660807313,0.006377134655168893,0.010526754270818554,0.0197852433689911,0.01608501150450018,0.012142819817819962,,0.8032051282051282,0.8038461538461539,0.832051282051282,0.6858974358974359,0.8717948717948719,0.998076923076923,,0.007611757748101236,0.011176663957796587,0.012429948352349562,0.01489608979310545,0.015701857325533215,0.0029375485224075793,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
304,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",MotionSense,0.8311965811965812,0.0,0.8245506127723138,0.0,0.7371134020618556,0.5654008438818565,0.9072847682119205,0.8553846153846154,0.9163879598662208,0.9657320872274143,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6163793103448276,0.8271604938271605,0.9383561643835616,0.8224852071005917,0.958041958041958,0.9393939393939394,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9166666666666666,0.42948717948717946,0.8782051282051282,0.8910256410256411,0.8782051282051282,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
305,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",MotionSense,0.8621794871794872,0.0,0.8607834051916252,0.0,0.8402366863905325,0.8111888111888114,0.9073482428115015,0.8120805369127517,0.8461538461538461,0.9476923076923077,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7802197802197802,0.8923076923076924,0.9044585987261147,0.852112676056338,0.8461538461538461,0.9112426035502958,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9102564102564102,0.7435897435897436,0.9102564102564102,0.7756410256410257,0.8461538461538461,0.9871794871794872,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
306,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",WISDM,0.6158768592182635,0.0049628065185784035,0.6306408072148738,0.003445838804409821,0.653931754195333,0.7537387484436253,0.7255677749146595,,,0.9569016777992638,0.0,0.00805741940180401,0.004894976389061389,0.015133230427157487,,,0.006892758784116415,0.0,0.886382055853205,0.6489135393272456,0.8079461081949442,,,0.9725381136399076,0.0,0.0073092972119889865,0.005348442504694581,0.005103102773786963,,,0.002875127013393579,0.0,0.518135593220339,0.8989830508474578,0.6588135593220338,,,0.941864406779661,0.0,0.009346654697601526,0.0054764387869164505,0.023437068486882786,,,0.013432671221067505,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
307,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",WISDM,0.5544794188861986,0.0,0.5578940371574012,0.0,0.6584192439862542,0.4140127388535032,0.7012487992315083,,,0.96,0.0,0.0,0.0,0.0,,,0.0,0.0,0.553757225433526,0.5539772727272727,0.8093126385809313,,,0.9641025641025641,0.0,0.0,0.0,0.0,,,0.0,0.0,0.811864406779661,0.3305084745762712,0.6186440677966102,,,0.9559322033898305,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
308,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",WISDM,0.5821515046696645,0.0,0.607587732374807,0.0,0.7023809523809523,0.6782178217821782,0.6768603465851172,,,0.919720767888307,0.0,0.0,0.0,0.0,,,0.0,0.0,0.7047781569965871,0.6607717041800643,0.8491048593350383,,,0.947841726618705,0.0,0.0,0.0,0.0,,,0.0,0.0,0.7,0.6966101694915254,0.5627118644067797,,,0.8932203389830509,0.0,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
309,RandomForest,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",UCI,0.8450074515648286,0.00511939315568336,0.843636195758326,0.00512176254850649,0.7853679267811269,0.8188465852081874,0.9336898411150598,0.868079000891392,0.8202279618712917,,,0.010371931397262628,0.007326838093929567,0.010461556242356496,0.012015171494629632,0.009906041144400373,,,0.8880819577737892,0.7462543907284233,0.9370396170966571,0.8133467002458235,0.8927910206795181,,,0.011335870781545977,0.009694254891284474,0.018569722989797584,0.0163609438974343,0.013114081658386074,,,0.7041666666666666,0.9072463768115941,0.9307086614173228,0.9308823529411765,0.7587301587301587,,,0.01559023911155808,0.011132095286766078,0.013997156562701691,0.011004874666982169,0.012895299054977714,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
310,SVC,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",UCI,0.7466467958271237,0.0,0.7117731313833101,0.0,0.6700507614213198,0.23529411764705882,0.9393939393939394,0.8823529411764706,0.8677685950413223,,,0.0,0.0,0.0,0.0,0.0,,,0.528,0.625,0.9051094890510949,0.8823529411764706,0.9051724137931034,,,0.0,0.0,0.0,0.0,0.0,,,0.9166666666666666,0.14492753623188406,0.9763779527559056,0.8823529411764706,0.8333333333333334,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
311,KNN,['-'],"['KuHar', 'MotionSense', 'ExtraSensory', 'UCI']",UCI,0.8301043219076006,0.0,0.8299137045583675,0.0,0.7605633802816902,0.7598566308243727,0.9647058823529412,0.8447653429602888,0.8340080971659919,,,0.0,0.0,0.0,0.0,0.0,,,0.7714285714285715,0.75177304964539,0.9609375,0.8297872340425532,0.8512396694214877,,,0.0,0.0,0.0,0.0,0.0,,,0.75,0.7681159420289855,0.968503937007874,0.8602941176470589,0.8174603174603174,,,0.0,0.0,0.0,0.0,0.0,,,144.0,138.0,127.0,136.0,126.0,,,0.0,0.0,0.0,0.0,0.0,,
312,RandomForest,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",KuHar,0.8735772357723576,0.004962014477940524,0.874610959384259,0.005459478723412535,0.9659077584522182,0.9632562479714378,0.8268635702518718,0.7245033403218024,0.7955105269326711,0.9716243123755527,,0.007955549623514656,0.009187205165202859,0.016553614357847777,0.02731556658715007,0.01620452235945291,0.007676652043790469,,0.9341778247592201,1.0,0.8399936167811649,0.9464305621914318,0.7071304580444425,0.9449234873653477,,0.01486834841563392,0.0,0.026959884105204206,0.037831130810246784,0.022892128175462333,0.014593830063444896,,1.0,0.9292682926829269,0.8146341463414635,0.5878048780487805,0.9097560975609756,1.0,,0.0,0.01707317073170729,0.016178657513928746,0.031707317073170725,0.015617376188860591,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
313,SVC,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",KuHar,0.7642276422764228,0.0,0.7108988747877637,0.0,0.6666666666666666,0.0,0.8500000000000001,0.8974358974358975,0.8636363636363636,0.9876543209876543,,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.8717948717948718,0.9459459459459459,0.8085106382978723,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.8292682926829268,0.8536585365853658,0.926829268292683,0.975609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
314,KNN,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",KuHar,0.7520325203252033,0.0,0.760369448011748,0.0,0.8089887640449439,0.7733333333333334,0.8192771084337348,0.6265060240963854,0.5974025974025975,0.9367088607594938,,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,0.8529411764705882,0.8095238095238095,0.6190476190476191,0.6388888888888888,0.9736842105263158,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8780487804878049,0.7073170731707317,0.8292682926829268,0.6341463414634146,0.5609756097560976,0.9024390243902439,,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,41.0,41.0,41.0,41.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,
315,RandomForest,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",MotionSense,0.7150641025641026,0.00662134633860947,0.7229087937368722,0.008824082009693045,0.8643156977091822,0.8599327157197468,0.7936036354304224,0.33793590888772657,0.655333065543376,0.8263317391307791,,0.006149948536976513,0.0069220164485661005,0.007804596800888917,0.044770877742989636,0.02773163053706808,0.007076714491036666,,0.8455938891813245,0.8826331309532035,0.7453999739056993,0.9788361115771173,0.9052828965289172,0.7041210295031706,,0.009337608066374209,0.0065872248100925694,0.014538816712390256,0.019038577799328257,0.0232700016971405,0.010282508608947551,,0.8839743589743589,0.8384615384615384,0.8487179487179487,0.20512820512820512,0.514102564102564,1.0,,0.007824715138290857,0.011395121047840507,0.006537204504606112,0.0330610178416093,0.02976458145190744,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
316,SVC,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",MotionSense,0.8215811965811965,0.0,0.8260498733636915,0.0,0.7688311688311689,0.6276150627615064,0.9066666666666667,0.8450704225352113,0.9121621621621622,0.8959537572254335,,0.0,0.0,0.0,0.0,0.0,0.0,,0.6462882096069869,0.9036144578313253,0.9444444444444444,0.9375,0.9642857142857143,0.8157894736842105,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9487179487179487,0.4807692307692308,0.8717948717948718,0.7692307692307693,0.8653846153846154,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
317,KNN,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",MotionSense,0.7905982905982906,0.0,0.8156207619525964,0.0,0.8398791540785498,0.8191126279863481,0.8848484848484849,0.682170542635659,0.7049808429118775,0.9627329192546583,,0.0,0.0,0.0,0.0,0.0,0.0,,0.7942857142857143,0.8759124087591241,0.8390804597701149,0.8627450980392157,0.8761904761904762,0.9337349397590361,,0.0,0.0,0.0,0.0,0.0,0.0,,0.8910256410256411,0.7692307692307693,0.9358974358974359,0.5641025641025641,0.5897435897435898,0.9935897435897436,,0.0,0.0,0.0,0.0,0.0,0.0,,156.0,156.0,156.0,156.0,156.0,156.0,,0.0,0.0,0.0,0.0,0.0,0.0,
318,RandomForest,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",WISDM,0.7304392943618125,0.004646032159026082,0.7533144555018791,0.003946603764941013,0.7357624949774779,0.7615155076327218,0.6665303399993159,,,0.9599102444737421,0.6305802720843892,0.0069577144728859,0.006122283952532685,0.011368565997171268,,,0.003237711530458969,0.008928563627047522,0.79309950102217,0.7427539791022177,0.8688953194665837,,,0.9352483030397469,0.612702861048779,0.009204908771194674,0.0056869537932635475,0.007555092772709319,,,0.005963842842925059,0.008787793437318257,0.6862711864406779,0.7813559322033898,0.5406779661016949,,,0.9859322033898303,0.6499058380414313,0.010068709654426527,0.011191575606250278,0.012455032590422932,,,0.0021506063627880637,0.017954095488083,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
319,SVC,['-'],"['KuHar', 'MotionSense', 'WISDM', 'UCI']",WISDM,0.6547907298512625,0.0,0.6856109410651563,0.0,0.6904290429042904,0.4273709483793518,0.6788008565310493,,,0.9716666666666667,0.6569178852643419,0.0,0.0,0.0,,,0.0,0.0,0.5654054054054054,0.7325102880658436,0.9215116279069767,,,0.9557377049180328,0.8156424581005587,0.0,0.0,0.0,,,0.0,0.0,0.8864406779661017,0.3016949152542373,0.5372881355932203,,,0.988135593220339,0.5499058380414312,0.0,0.0,0.0,,,0.0,0.0,590.0,590.0,590.0,,,590.0,531.0,0.0,0.0,0.0,,,0.0,0.0
